SEGID,DY_VOL,FT,ATYPENAME,LANES,YEAR,FAC_WDAVG,modAadt,aadtAdjFactor,modForecast
0171_001.5,17929.8,2.0,Suburban,2.0,2023,1.0924,16413,-3464.0,13000.0
0171_002.5,20529.6,2.0,Suburban,2.0,2023,1.0924,18793,-4047.0,14500.0
0171_003.3,32750.7,2.0,Suburban,4.0,2023,1.0924,29980,-6180.0,24000.0
0171_003.5,22524.0,2.0,Suburban,4.0,2023,1.0946,20577,2625.0,23000.0
0171_004.0,22882.5,2.0,Suburban,4.0,2023,1.0946,20904,1080.0,22000.0
0171_004.5,27872.5,2.0,Urban,4.0,2023,1.0946,25463,4895.0,30500.0
0171_005.0,32053.8,2.0,Urban,4.0,2023,1.0946,29283,483.0,30000.0
0171_005.5,44749.4,2.0,Urban,6.0,2023,1.0924,40964,-1168.0,40000.0
0171_005.8,51536.9,2.0,Urban,6.0,2023,1.0946,47082,1901.0,49000.0
0171_006.0,51290.0,2.0,Urban,6.0,2023,1.0946,46857,-3563.0,43500.0
0171_006.5,57544.4,2.0,Urban,6.0,2023,1.0946,52571,-15219.0,37500.0
0171_007.0,74122.7,2.0,Urban,6.0,2023,1.0946,67716,-21857.0,46000.0
0171_007.3,43901.8,2.0,Urban,6.0,2023,1.0946,40107,-4116.0,36000.0
0171_007.6,35186.9,2.0,Urban,6.0,2023,1.0946,32145,2435.0,34500.0
0171_008.0,28733.6,2.0,Urban,6.0,2023,1.0946,26250,4243.0,30500.0
0171_008.8,43084.5,2.0,Urban,6.0,2023,1.0946,39360,-9278.0,30000.0
0171_009.2,42393.0,2.0,Urban,6.0,2023,1.0946,38729,-5339.0,33500.0
0171_009.5,43603.9,2.0,Urban,6.0,2023,1.0946,39835,-6647.0,33000.0
0171_009.8,48874.9,2.0,Urban,6.0,2023,1.0946,44650,-11532.0,33000.0
0171_010.0,70922.0,2.0,Urban,6.0,2023,1.0924,64923,-9229.0,55500.0
0171_010.1,55406.4,2.0,Urban,6.0,2023,1.0946,50617,-3657.0,47000.0
0171_010.4,48876.9,2.0,Urban,6.0,2023,1.0946,44652,2166.0,47000.0
0171_010.6,46849.0,2.0,Urban,6.0,2023,1.0946,42800,3612.0,46500.0
0171_010.7,38303.0,2.0,Urban,4.0,2023,1.0946,34992,1144.0,36000.0
0171_011.0,37945.8,2.0,Urban,4.0,2023,1.0946,34666,1256.0,36000.0
0171_011.3,35925.0,2.0,Suburban,4.0,2023,1.0924,32886,-12540.0,20500.0
0171_011.6,29528.2,2.0,Urban,4.0,2023,1.0946,26976,-3866.0,23000.0
0171_011.9,28230.1,2.0,Urban,4.0,2023,1.0946,25790,2865.0,28500.0
0171_012.2,26865.4,2.0,Urban,4.0,2023,1.0946,24543,3953.0,28500.0
0171_012.5,24765.7,2.0,Urban,4.0,2023,1.0946,22625,5102.0,27500.0
0171_012.7,19592.0,2.0,Urban,4.0,2023,1.0924,17934,-1836.0,16000.0
0171_013.1,16486.3,2.0,Urban,4.0,2023,1.0924,15091,793.0,16000.0
0171_013.6,16765.4,2.0,Suburban,4.0,2023,1.0946,15316,4589.0,20000.0
0171_014.1,14829.8,2.0,Suburban,4.0,2023,1.0924,13575,7571.0,21000.0
0171_014.6,8990.2,2.0,Suburban,6.0,2023,1.0924,8229,17527.0,26000.0
0171_015.6,9060.8,2.0,Suburban,6.0,2023,1.0924,8294,17553.0,26000.0
0172_000.0,22485.2,2.0,Suburban,4.0,2023,1.0924,20583,652.0,21000.0
0172_001.0,29972.4,2.0,Suburban,4.0,2023,1.0924,27437,8958.0,36500.0
0172_002.0,30320.5,2.0,Suburban,4.0,2023,1.0924,27755,3050.0,31000.0
0172_003.0,25816.1,2.0,Suburban,4.0,2023,1.0924,23632,-8218.0,15500.0
0172_004.0,27500.6,2.0,Urban,4.0,2023,1.0924,25174,5809.0,31000.0
0172_004.5,27196.7,2.0,Urban,4.0,2023,1.0946,24846,7477.0,32500.0
0172_005.0,32470.9,2.0,Suburban,4.0,2023,1.0924,29724,2982.0,32500.0
0172_005.5,30822.9,2.0,Urban,4.0,2023,1.0946,28159,4612.0,33000.0
0172_006.0,22529.6,2.0,Suburban,4.0,2023,1.0924,20623,-9039.0,11500.0
0172_006.5,21312.4,2.0,Suburban,4.0,2023,1.0924,19509,-6727.0,13000.0
0172_007.0,38237.3,2.0,Suburban,4.0,2023,1.0918,35022,-1031.0,34000.0
0172_008.0,27640.3,2.0,Transition,4.0,2023,1.0924,25302,5849.0,31000.0
0172_008.5,31788.3,2.0,Suburban,4.0,2023,1.0924,29099,663.0,30000.0
0173_000.0,3206.2,3.0,Transition,2.0,2023,1.0918,2936,5395.0,8300.0
0173_000.7,3970.2,3.0,Transition,2.0,2023,1.0918,3636,4793.0,8400.0
0173_001.7,8271.7,3.0,Suburban,4.0,2023,1.0924,7572,2527.0,10000.0
0173_002.2,12042.6,3.0,Suburban,4.0,2023,1.0924,11023,-3529.0,7500.0
0173_002.8,17720.0,3.0,Urban,4.0,2023,1.0946,16188,2060.0,18000.0
0173_003.8,27607.4,3.0,Urban,6.0,2023,1.0924,25272,-6711.0,18500.0
0173_004.4,32772.4,3.0,Urban,6.0,2023,1.0924,30000,-13102.0,17000.0
0173_004.7,40966.8,3.0,Suburban,6.0,2023,1.0924,37501,961.0,38500.0
0173_005.0,40145.0,3.0,Suburban,6.0,2023,1.0924,36749,7546.0,44500.0
0173_005.3,39300.0,3.0,Suburban,6.0,2023,1.0924,35975,8926.0,45000.0
0173_005.8,44675.7,3.0,Suburban,6.0,2023,1.0924,40896,2722.0,43500.0
0173_006.3,40249.2,3.0,Suburban,6.0,2023,1.0946,36770,8031.0,45000.0
0173_006.8,35055.2,3.0,Urban,6.0,2023,1.0946,32025,12894.0,45000.0
0173_007.3,22909.0,3.0,Urban,4.0,2023,1.0946,20929,5065.0,26000.0
0173_007.7,26705.3,3.0,Suburban,4.0,2023,1.0924,24446,728.0,25000.0
0173_008.8,28975.7,3.0,Urban,6.0,2023,1.0946,26471,6539.0,33000.0
0173_009.2,44753.8,3.0,Urban,6.0,2023,1.0946,40885,-11429.0,29500.0
0173_009.3,27604.9,3.0,Urban,6.0,2023,1.0946,25219,3253.0,28500.0
0175_000.0,24140.2,3.0,Urban,4.0,2023,1.0924,22098,8738.0,31000.0
0175_000.1,16314.1,3.0,Urban,4.0,2023,1.0924,14934,15971.0,31000.0
0175_000.4,21696.3,3.0,Suburban,4.0,2023,1.0924,19861,13143.0,33000.0
0175_000.9,25673.2,3.0,Suburban,4.0,2023,1.0924,23501,9612.0,33000.0
0175_001.4,28201.3,3.0,Suburban,4.0,2023,1.0924,25815,8013.0,34000.0
0175_001.9,27624.1,3.0,Suburban,4.0,2023,1.0924,25287,8437.0,33500.0
0175_002.4,37015.5,3.0,Suburban,4.0,2023,1.0924,33884,-11640.0,22000.0
0175_002.9,35686.2,3.0,Suburban,4.0,2023,1.0946,32602,-7991.0,24500.0
0175_003.5,34575.8,3.0,Suburban,4.0,2023,1.0946,31587,-7440.0,24000.0
0175_003.9,33995.1,3.0,Urban,4.0,2023,1.0946,31057,-6654.0,24500.0
0175_004.5,45104.7,3.0,Urban,6.0,2023,1.0946,41206,-16372.0,25000.0
0175_004.7,50911.9,3.0,Urban,6.0,2023,1.0946,46511,-20742.0,26000.0
0176_000.0,20526.8,15.0,Urban,2.0,2023,1.0924,18790,1182.0,20000.0
0176_000.4,15343.5,15.0,Suburban,2.0,2023,1.0924,14045,4307.0,18500.0
0178_000.0,8687.1,3.0,Suburban,4.0,2023,1.0924,7952,13061.0,21000.0
0178_000.7,6116.7,3.0,Suburban,4.0,2023,1.0924,5599,10083.0,15500.0
0178_001.0,4995.6,3.0,Suburban,4.0,2023,1.0924,4573,9540.0,14000.0
0180_000.1,25457.7,3.0,Urban,4.0,2023,1.0946,23257,-1536.0,21500.0
0186_000.0,17334.2,2.0,Urban,2.0,2023,1.0946,15836,-2671.0,13000.0
0186_001.2,18213.1,2.0,Urban,2.0,2023,1.0946,16639,-5899.0,10500.0
0186_001.5,11732.5,2.0,CBD-like,2.0,2023,1.0946,10718,6219.0,17000.0
0186_001.6,14877.8,2.0,CBD-like,2.0,2023,1.0946,13591,3163.0,17000.0
0186_001.9,36852.7,2.0,CBD-like,6.0,2023,1.0946,33667,-8651.0,25000.0
0186_002.1,37463.8,2.0,CBD-like,6.0,2023,1.0946,34226,-718.0,33500.0
0186_002.2,45878.3,2.0,CBD-like,6.0,2023,1.0946,41913,-8797.0,33000.0
0186_002.4,48523.9,2.0,CBD-like,6.0,2023,1.0946,44330,-10132.0,34000.0
0186_002.5,52240.0,2.0,CBD-like,6.0,2023,1.0946,47725,-13511.0,34000.0
0186_002.7,26616.9,3.0,CBD-like,6.0,2023,1.0946,24316,1549.0,26000.0
0186_002.8,24249.9,3.0,CBD-like,6.0,2023,1.0946,22154,4564.0,26500.0
0186_003.0,24113.0,3.0,CBD-like,6.0,2023,1.0946,22029,3801.0,26000.0
0186_003.3,22549.7,3.0,CBD-like,6.0,2023,1.0946,20600,4384.0,25000.0
0186_003.6,51053.0,2.0,Urban,6.0,2023,1.0946,46640,-16833.0,30000.0
0186_003.9,29590.9,2.0,Urban,6.0,2023,1.0946,27033,992.0,28000.0
0186_004.6,53216.7,2.0,Urban,6.0,2023,1.0946,48617,-21131.0,27500.0
0186_004.7,53472.8,2.0,Urban,6.0,2023,1.0946,48851,-21362.0,27500.0
0186_005.0,27333.3,2.0,Urban,6.0,2023,1.0946,24971,3933.0,29000.0
0186_005.5,47181.1,2.0,Urban,6.0,2023,1.0946,43103,9645.0,52500.0
0186_006.0,49433.1,2.0,Suburban,6.0,2023,1.0924,45251,3768.0,49000.0
0186_006.4,39657.7,2.0,Suburban,6.0,2023,1.0924,36303,9298.0,45500.0
0186_006.7,36569.4,2.0,Suburban,6.0,2023,1.0924,33476,15535.0,49000.0
0186_006.9,29115.4,2.0,Urban,4.0,2023,1.0946,26599,20490.0,47000.0
0186_007.4,29913.2,2.0,Suburban,4.0,2023,1.0946,27327,19702.0,47000.0
0186_008.0,36013.8,2.0,Suburban,4.0,2023,1.0946,32901,14240.0,47000.0
0189_000.0,8975.7,2.0,Urban,4.0,2023,1.0946,8199,24940.0,33000.0
0189_000.2,33363.2,2.0,Urban,6.0,2023,1.0946,30479,3885.0,34500.0
0189_000.6,43612.0,2.0,Urban,6.0,2023,1.0946,39842,-4816.0,35000.0
0189_001.1,27540.5,4.0,Urban,3.0,2023,1.0946,25160,9186.0,34500.0
0189_001.4,41402.1,2.0,Urban,4.0,2023,1.0946,37823,-4020.0,34000.0
0189_001.6,21189.9,2.0,CBD-like,4.0,2023,1.0946,19358,475.0,20000.0
0189_001.9,25004.0,2.0,CBD-like,4.0,2023,1.0946,22843,2229.0,25000.0
0189_002.1,25152.1,2.0,CBD-like,4.0,2023,1.0946,22978,3393.0,26500.0
0189_002.4,24486.3,2.0,Urban,4.0,2023,1.0946,22370,7974.0,30500.0
0189_002.6,38734.4,2.0,Urban,4.0,2023,1.0946,35386,-4282.0,31000.0
0189_002.9,30177.1,2.0,Urban,4.0,2023,1.0946,27569,5264.0,33000.0
0189_003.1,21445.2,2.0,Urban,4.0,2023,1.0946,19591,12856.0,32500.0
0189_003.4,16409.0,2.0,Urban,4.0,2023,1.0946,14990,11666.0,26500.0
0189_004.0,30639.3,15.0,Suburban,4.0,2023,1.0924,28047,5819.0,34000.0
0189_005.3,22785.4,15.0,Suburban,4.0,2023,1.0924,20858,7061.0,28000.0
0189_005.7,23433.3,3.0,Urban,2.0,2023,1.0924,21451,6558.0,28000.0
0189_006.3,13897.1,15.0,Urban,4.0,2023,1.0946,12696,9147.0,22000.0
0189_007.0,16327.9,15.0,Transition,4.0,2023,1.012,16134,6068.0,22000.0
0190_000.0,26086.2,3.0,Urban,4.0,2023,1.0924,23879,-9760.0,14000.0
0190_000.1,42743.3,2.0,Urban,4.0,2023,1.0946,39049,-25281.0,14000.0
0190_000.3,16074.1,2.0,Urban,4.0,2023,1.0946,14684,-578.0,14000.0
0190_000.8,13099.7,2.0,Urban,4.0,2023,1.0946,11967,11008.0,23000.0
0190_001.8,2256.0,3.0,Urban,2.0,2023,0.7907,2853,3907.0,6800.0
0193_000.0,10676.4,2.0,Suburban,4.0,2023,1.0924,9773,-4831.0,4900.0
0193_001.0,25261.9,2.0,Suburban,4.0,2023,1.0924,23125,-18167.0,5000.0
0193_002.0,39781.1,2.0,Suburban,4.0,2023,1.0946,36343,-28775.0,7600.0
0193_002.7,24380.2,2.0,Suburban,4.0,2023,1.0946,22273,8140.0,30500.0
0193_003.8,25419.8,2.0,Urban,4.0,2023,1.0946,23222,-545.0,22500.0
0193_004.2,40099.9,2.0,Urban,4.0,2023,1.0946,36634,-13048.0,23500.0
0193_004.4,39220.4,2.0,Urban,4.0,2023,1.0946,35830,-5646.0,30000.0
0193_004.5,41040.3,2.0,Suburban,4.0,2023,1.0946,37493,-8319.0,29000.0
0193_005.2,31675.7,2.0,Urban,4.0,2023,1.0924,28996,2695.0,31500.0
0193_006.0,29158.8,2.0,Urban,4.0,2023,1.0924,26692,7509.0,34000.0
0193_006.7,27974.0,2.0,Suburban,4.0,2023,1.0924,25607,8553.0,34000.0
0193_007.2,20704.0,2.0,Suburban,4.0,2023,1.0924,18952,9733.0,28500.0
0193_007.8,28689.6,2.0,Suburban,4.0,2023,1.0924,26262,2634.0,29000.0
0194_000.0,42372.2,14.0,Suburban,4.0,2023,1.0918,38809,0.0,39000.0
0194_000.8,60431.3,14.0,Suburban,4.0,2023,1.0918,55350,0.0,55500.0
0194_001.9,32090.2,14.0,Suburban,4.0,2023,1.0924,29375,0.0,29500.0
0194_002.1,22207.6,14.0,Suburban,2.0,2023,0.0,0,0.0,0.0
0194_002.4,31664.6,3.0,Urban,5.0,2023,1.0924,28986,0.0,29000.0
0194_002.8,28893.3,3.0,Suburban,6.0,2023,1.0924,26449,0.0,26500.0
0198_000.0,6073.7,2.0,Transition,2.0,2023,0.9593,6331,256.0,6600.0
0198_002.4,7650.6,2.0,Transition,2.0,2023,1.0918,7007,-258.0,6700.0
0198_002.9,9520.4,2.0,Suburban,2.0,2023,1.0924,8715,872.0,9600.0
0198_004.1,11923.1,2.0,Suburban,2.0,2023,1.0924,10914,-1623.0,9300.0
0198_004.4,17169.6,2.0,Suburban,2.0,2023,1.0924,15717,1018.0,16500.0
0198_005.0,13563.5,2.0,Suburban,2.0,2023,1.0924,12416,4087.0,16500.0
0198_005.3,17461.6,2.0,Suburban,2.0,2023,1.0924,15984,655.0,16500.0
0198_005.4,10597.1,2.0,Suburban,2.0,2023,1.0924,9700,5893.0,15500.0
0198_005.9,9694.2,2.0,Suburban,2.0,2023,1.0924,8874,10721.0,19500.0
0198_006.3,8504.4,2.0,Suburban,2.0,2023,1.0924,7785,5823.0,13500.0
0198_007.6,14797.5,2.0,Transition,2.0,2023,1.0918,13553,2330.0,16000.0
0198_008.7,14264.8,2.0,Suburban,2.0,2023,1.0924,13058,2548.0,15500.0
0198_008.9,16375.9,2.0,Suburban,2.0,2023,1.0924,14990,529.0,15500.0
0198_009.1,19149.0,2.0,Transition,3.0,2023,1.0918,17538,-1714.0,16000.0
0198_009.5,18507.2,2.0,Transition,2.0,2023,1.0918,16951,-1804.0,15000.0
0198_009.9,17587.7,2.0,Transition,2.0,2023,1.0918,16108,-1080.0,15000.0
0198_010.5,23757.8,2.0,Rural,4.0,2023,1.0918,21760,-1824.0,20000.0
0198_011.0,23800.8,2.0,Transition,4.0,2023,1.012,23518,-3410.0,20000.0
0198_011.5,33506.3,2.0,Suburban,4.0,2023,1.0918,30689,3777.0,34500.0
0198_011.81,32742.4,2.0,Suburban,4.0,2023,1.0924,29972,4186.0,34000.0
0198_012.3,6660.8,3.0,Urban,2.0,2023,1.0924,6097,6972.0,13000.0
0198_012.6,6013.9,3.0,Suburban,2.0,2023,1.0924,5505,7694.0,13000.0
0198_012.9,5745.5,3.0,Suburban,2.0,2023,1.0924,5259,4755.0,10000.0
0198_013.1,6505.4,3.0,Suburban,2.0,2023,1.0924,5955,4047.0,10000.0
0198_013.4,8782.6,3.0,Suburban,2.0,2023,1.0924,8039,1330.0,9400.0
0198_014.0,2169.6,3.0,Suburban,2.0,2023,1.0924,1986,3900.0,5900.0
0198_014.5,1787.3,3.0,Suburban,2.0,2023,1.0924,1636,2044.0,3700.0
0198_014.8,4737.2,3.0,Transition,2.0,2023,1.0924,4336,1876.0,6200.0
0201_000.0,34253.3,12.0,Rural,2.0,2023,1.1101,30856,-9445.0,21500.0
0201_002.8,38548.5,12.0,Transition,4.0,2023,1.1101,34725,-12171.0,22500.0
0201_006.2,38696.1,33.0,Suburban,4.0,2023,1.1101,34858,-8792.0,26000.0
0201_007.2,45780.3,33.0,Transition,4.0,2023,1.1101,41239,-10621.0,30500.0
0201_007.7,50113.0,33.0,Suburban,4.0,2023,1.1101,45142,-15327.0,30000.0
0201_008.7,73323.2,33.0,Transition,4.0,2023,1.1101,66050,-18117.0,48000.0
0201_010.8,118480.2,33.0,Urban,6.0,2023,1.1101,106729,-10068.0,96500.0
0201_012.8,132723.4,33.0,Urban,6.0,2023,1.1101,119559,-6581.0,113000.0
0201_013.8,153916.9,33.0,Urban,6.0,2023,1.1101,138651,3379.0,142000.0
0201_014.7,132807.0,33.0,Urban,7.0,2023,1.1101,119635,-9183.0,110000.0
0201_015.3,148542.5,33.0,Urban,6.0,2023,1.1101,133810,-23458.0,110000.0
0201_016.7,12261.1,3.0,Urban,4.0,2023,1.0946,11201,75.0,11500.0
0201_017.0,20518.2,3.0,Urban,4.0,2023,1.0946,18744,-7630.0,11000.0
0201_017.3,34924.9,3.0,Urban,4.0,2023,1.0946,31906,-19822.0,12000.0
0201_017.5,29445.4,3.0,Urban,4.0,2023,1.0946,26900,-507.0,26500.0
0201_017.8,27173.6,3.0,Urban,4.0,2023,1.0946,24825,1380.0,26000.0
0201_018.0,26049.0,3.0,Urban,4.0,2023,1.0946,23797,2824.0,26500.0
0202_000.0,368.8,4.0,Rural,2.0,2023,0.984,374,598.0,950.0
0202_001.5,89.4,4.0,Rural,2.0,2023,0.984,90,884.0,950.0
0203_000.0,32910.5,2.0,Suburban,4.0,2023,1.0924,30126,7364.0,37500.0
0203_000.5,35808.4,2.0,Suburban,4.0,2023,1.0924,32779,930.0,33500.0
0203_001.6,42186.3,2.0,Suburban,4.0,2023,1.0924,38617,-4944.0,33500.0
0203_001.8,40226.3,2.0,Urban,4.0,2023,1.0946,36749,-3268.0,33500.0
0203_002.3,40234.8,2.0,Urban,5.0,2023,1.0946,36757,4761.0,41500.0
0203_003.1,40919.9,2.0,Suburban,4.0,2023,1.0946,37383,-3484.0,34000.0
0203_003.9,41640.4,2.0,Suburban,4.0,2023,1.0946,38041,-2438.0,35500.0
0203_004.2,38889.3,2.0,Suburban,4.0,2023,1.0946,35528,38.0,35500.0
0203_004.5,38457.5,2.0,Suburban,4.0,2023,1.0946,35133,307.0,35500.0
0203_004.8,34765.9,2.0,Urban,4.0,2023,1.0946,31761,-827.0,31000.0
0203_005.1,36762.8,2.0,Suburban,4.0,2023,1.0946,33585,-2572.0,31000.0
0203_005.4,31130.6,2.0,Suburban,4.0,2023,1.0924,28497,-3863.0,24500.0
0204_000.0,14351.9,2.0,Urban,4.0,2023,1.0946,13111,4121.0,17000.0
0204_000.1,22637.4,2.0,Urban,4.0,2023,1.0946,20680,-3049.0,17500.0
0204_000.4,30743.5,2.0,Urban,4.0,2023,1.0946,28086,8713.0,37000.0
0204_001.1,33192.3,2.0,Urban,4.0,2023,1.0924,30384,-5562.0,25000.0
0204_001.2,37729.8,2.0,Urban,4.0,2023,1.0924,34538,-10213.0,24500.0
0204_001.5,37574.6,2.0,Urban,4.0,2023,1.0946,34327,-9980.0,24500.0
0204_001.8,36212.7,2.0,Urban,4.0,2023,1.0946,33083,-8448.0,24500.0
0204_002.1,34678.8,2.0,Urban,4.0,2023,1.0924,31745,-5370.0,26500.0
0204_002.4,33589.9,2.0,Urban,4.0,2023,1.0924,30748,-4337.0,26500.0
0204_002.5,33751.8,2.0,Urban,4.0,2023,1.0946,30834,-4140.0,26500.0
0204_002.7,32765.0,2.0,Urban,4.0,2023,1.0946,29933,-2498.0,27500.0
0204_003.1,32091.4,2.0,Urban,4.0,2023,1.0946,29317,-1850.0,27500.0
0204_003.6,30135.0,2.0,Urban,4.0,2023,1.0946,27530,6839.0,34500.0
0204_004.1,28259.9,2.0,Suburban,4.0,2023,1.0924,25869,8462.0,34500.0
0204_004.6,27621.3,2.0,Suburban,4.0,2023,1.0924,25284,-2190.0,23000.0
0204_005.1,27834.9,2.0,Suburban,4.0,2023,1.0924,25480,-10971.0,14500.0
0209_000.6,3717.1,4.0,Rural,2.0,2023,0.984,3777,-1513.0,2300.0
0209_001.7,2409.0,2.0,Transition,2.0,2023,1.0918,2206,-313.0,1900.0
0209_003.0,5466.0,2.0,Transition,2.0,2023,1.0918,5006,1164.0,6200.0
0209_004.2,15956.6,2.0,Suburban,2.0,2023,1.0918,14614,-8373.0,6200.0
0209_004.6,18486.9,2.0,Suburban,4.0,2023,1.0924,16923,-10822.0,6100.0
0209_005.0,34040.7,2.0,Suburban,4.0,2023,1.0924,31161,-24353.0,6800.0
0209_005.2,20148.8,2.0,Suburban,4.0,2023,1.0924,18444,660.0,19000.0
0209_005.7,19787.0,2.0,Suburban,4.0,2023,1.0924,18113,763.0,19000.0
0209_006.2,24924.0,2.0,Suburban,4.0,2023,1.0924,22815,360.0,23000.0
0209_006.8,32150.8,2.0,Suburban,4.0,2023,1.0924,29431,-4316.0,25000.0
0209_007.2,35278.9,2.0,Suburban,4.0,2023,1.0946,32229,-7841.0,24500.0
0209_007.7,40296.5,2.0,Suburban,4.0,2023,1.0946,36813,-12491.0,24500.0
0209_008.2,40435.2,2.0,Suburban,4.0,2023,1.0924,37015,6875.0,44000.0
0209_008.7,39263.2,2.0,Suburban,4.0,2023,1.0924,35942,5937.0,42000.0
0209_009.2,39029.1,2.0,Urban,4.0,2023,1.0946,35656,6289.0,42000.0
0209_009.7,42003.4,2.0,Urban,4.0,2023,1.0946,38373,15127.0,53500.0
0209_010.2,47038.7,2.0,Urban,4.0,2023,1.0946,42973,5595.0,48500.0
0209_011.2,47033.3,2.0,Urban,4.0,2023,1.0946,42968,5314.0,48500.0
0209_011.5,66082.8,2.0,Urban,4.0,2023,1.0946,60371,-12204.0,48000.0
0209_011.7,74307.3,2.0,Urban,6.0,2023,1.0946,67885,-20762.0,47000.0
0209_011.9,59846.4,2.0,Urban,6.0,2023,1.0946,54674,-9997.0,44500.0
0209_012.2,44349.5,2.0,Urban,6.0,2023,1.0946,40516,5292.0,46000.0
0209_013.1,13127.9,2.0,Urban,4.0,2023,1.0946,11993,14046.0,26000.0
0209_014.0,23157.7,2.0,Urban,4.0,2023,1.0946,21156,6851.0,28000.0
0209_014.5,33596.9,2.0,Urban,4.0,2023,1.0924,30755,2287.0,33000.0
0209_015.5,26742.0,2.0,Suburban,4.0,2023,1.0924,24480,-5751.0,18500.0
0209_016.0,9463.1,2.0,Suburban,2.0,2023,1.0924,8662,1471.0,10000.0
0209_017.1,5910.1,2.0,Transition,2.0,2023,1.0924,5410,3208.0,8600.0
0209_017.6,3494.0,2.0,Transition,2.0,2023,1.0924,3198,-1100.0,2100.0
0210_000.0,12151.6,2.0,Suburban,4.0,2023,1.0924,11123,5669.0,17000.0
0210_000.7,12429.8,2.0,Suburban,2.0,2023,1.0924,11378,3345.0,14500.0
0210_001.2,11701.8,2.0,Suburban,2.0,2023,1.0924,10712,4267.0,15000.0
0210_002.2,3400.6,2.0,Transition,2.0,2023,1.0924,3112,12023.0,15000.0
0215_000.0,24398.1,33.0,Suburban,4.0,2023,1.1349,21498,8827.0,30500.0
0215_000.3,61552.2,33.0,Suburban,6.0,2023,1.1349,54235,21451.0,75500.0
0215_000.7,90748.0,33.0,Suburban,6.0,2023,1.1349,79961,-1306.0,78500.0
0215_001.8,83465.5,33.0,Suburban,6.0,2023,1.1349,73544,4259.0,78000.0
0215_002.7,66705.9,33.0,Suburban,6.0,2023,1.1349,58776,19017.0,78000.0
0215_003.7,78539.9,34.0,Suburban,6.0,2023,1.1349,69204,6877.0,76000.0
0215_006.3,77729.0,34.0,Urban,6.0,2023,1.1349,68489,8487.0,77000.0
0215_007.7,89455.9,34.0,Urban,6.0,2023,1.1349,78822,20086.0,99000.0
0215_009.2,131999.8,34.0,Urban,6.0,2023,1.1349,116309,13187.0,129000.0
0215_010.6,139877.8,34.0,Urban,8.0,2023,1.1349,123251,12832.0,136000.0
0215_011.5,136249.7,34.0,Suburban,8.0,2023,1.1349,120054,8849.0,129000.0
0215_013.5,119887.7,34.0,Urban,8.0,2023,1.1349,105637,6143.0,112000.0
0215_015.5,153644.9,34.0,Urban,9.0,2023,1.1349,135381,-12549.0,123000.0
0215_017.5,158429.1,34.0,Urban,8.0,2023,1.1349,139597,-21500.0,118000.0
0215_019.5,140521.0,34.0,Urban,8.0,2023,1.1349,123817,2547.0,126000.0
0215_020.6,134964.3,34.0,Suburban,8.0,2023,1.1349,118921,-9408.0,110000.0
0215_022.3,124943.4,34.0,Urban,6.0,2023,1.1349,110091,-7474.0,103000.0
0215_023.7,113856.3,34.0,Suburban,6.0,2023,1.1349,100322,-10658.0,89500.0
0215_025.7,111080.2,34.0,Suburban,8.0,2023,1.1349,97876,-12951.0,85000.0
0215_026.7,54993.6,34.0,Suburban,5.0,2023,1.1349,48456,-22114.0,26500.0
0215_027.4,37097.6,34.0,Suburban,4.0,2023,1.1349,32687,-9658.0,23000.0
0225_000.1,28993.1,3.0,Suburban,6.0,2023,1.0924,26540,-15345.0,11000.0
0225_000.3,14393.6,3.0,Suburban,4.0,2023,1.0946,13149,9025.0,22000.0
0225_000.6,9764.6,3.0,Urban,2.0,2023,1.0946,8920,12553.0,21500.0
0227_000.0,12632.2,3.0,Urban,2.0,2023,1.0924,11563,-3809.0,7800.0
0227_000.5,5148.5,3.0,Urban,2.0,2023,1.0946,4703,3446.0,8100.0
0232_000.0,43268.8,3.0,Urban,4.0,2023,1.0946,39529,-8229.0,31500.0
0232_000.1,54941.6,3.0,Urban,4.0,2023,1.0946,50193,-2533.0,47500.0
0232_000.3,37168.6,3.0,Urban,4.0,2023,1.0946,33956,-10477.0,23500.0
0232_000.9,22631.6,3.0,Urban,4.0,2023,1.0946,20675,2127.0,23000.0
0232_001.3,36394.9,3.0,Urban,4.0,2023,1.0946,33249,-7267.0,26000.0
0235_000.0,17106.4,3.0,Suburban,4.0,2023,1.0924,15659,12145.0,28000.0
0235_000.5,11735.4,3.0,Suburban,4.0,2023,1.0924,10742,16705.0,27500.0
0235_001.1,29446.2,3.0,Suburban,4.0,2023,1.0924,26955,6137.0,33000.0
0235_001.2,28221.0,3.0,Suburban,4.0,2023,1.0924,25833,1195.0,27000.0
0235_002.0,24146.6,3.0,Suburban,4.0,2023,1.0924,22104,9331.0,31500.0
0235_002.4,25766.4,3.0,Suburban,4.0,2023,1.0924,23586,7715.0,31500.0
0235_002.6,24440.4,3.0,Suburban,4.0,2023,1.0924,22373,8940.0,31500.0
0235_003.1,23259.1,3.0,Suburban,4.0,2023,1.0924,21291,3787.0,25000.0
0241_000.0,22875.8,2.0,Urban,4.0,2023,1.0946,20898,-1264.0,19500.0
0241_000.3,28829.4,2.0,Suburban,4.0,2023,1.0946,26337,3045.0,29500.0
0241_000.7,18825.4,2.0,Urban,2.0,2023,1.0946,17198,1298.0,18500.0
0241_001.2,18907.8,2.0,Urban,2.0,2023,1.0946,17273,5181.0,22500.0
0265_000.0,24542.6,2.0,Urban,4.0,2023,1.0946,22421,1929.0,24500.0
